"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CRM","Salesforce.com Inc","83.79","$59.28B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/crm",
"SMM","Salient Midstream & MLP Fund","13.15","$233.05M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/smm",
"SBH","Sally Beauty Holdings, Inc.","19.69","$2.81B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sbh",
"SJT","San Juan Basin Royalty Trust","7.25","$337.91M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sjt",
"SN","Sanchez Energy Corporation","7.5","$614.26M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sn",
"SD","SandRidge Energy, Inc.","18.38","$659.34M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sd",
"SDT","SandRidge Mississippian Trust I","1.55","$43.4M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdt",
"SDR","SandRidge Mississippian Trust II","1.5","$74.59M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdr",
"PER","SandRidge Permian Trust","3.2","$168M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/per",
"SNY","Sanofi","44.09","$113.93B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sny",
"SC","Santander Consumer USA Holdings Inc.","12.75","$4.58B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/sc",
"SOV^C","Santander Holdings USA, Inc.","26.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sov^c",
"SAP","SAP SE","97","$116.27B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sap",
"SAB","Saratoga Investment Corp","25.81","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sab",
"SAR","Saratoga Investment Corp","21.39","$122.87M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sar",
"SSL","Sasol Ltd.","30.07","$19.67B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssl",
"BFS","Saul Centers, Inc.","63.96","$1.38B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bfs",
"BFS^C","Saul Centers, Inc.","25.6359","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bfs^c",
"SCG","Scana Corporation","66.27","$9.47B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/scg",
"SLB","Schlumberger N.V.","74.84","$104.34B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/slb",
"SNDR","Schneider National, Inc.","18.8","$3.27B","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/sndr",
"SWM","Schweitzer-Mauduit International, Inc.","43.11","$1.32B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/swm",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","72.31","$3.15B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/saic",
"SALT","Scorpio Bulkers Inc.","7.4","$557.29M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/salt",
"SLTB","Scorpio Bulkers Inc.","24.75","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sltb",
"SBBC","Scorpio Tankers Inc.","25.19","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbbc",
"SBNA","Scorpio Tankers Inc.","24.382","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbna",
"SBNB","Scorpio Tankers Inc.","25.27","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbnb",
"STNG","Scorpio Tankers Inc.","4","$698.52M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/stng",
"SMG","Scotts Miracle-Gro Company (The)","96.75","$5.79B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/smg",
"LBF","Scudder Global High Income Fund, Inc.","8.5579","$55.48M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lbf",
"KMM","Scudder Multi-Market Income Trust","8.74","$195.72M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kmm",
"KTF","Scudder Municiple Income Trust","13.39","$527.52M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ktf",
"KST","Scudder Strategic Income Trust","12.23","$53.3M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kst",
"KSM","Scudder Strategic Municiple Income Trust","12.59","$140.88M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ksm",
"SA","Seabridge Gold, Inc.","11.7","$648.44M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sa",
"CKH","SEACOR Holdings, Inc.","64.98","$1.13B","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ckh",
"SDRL","Seadrill Limited","0.721","$363.7M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdrl",
"SDLP","Seadrill Partners LLC","3","$275.46M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdlp",
"SEE","Sealed Air Corporation","43.75","$8.55B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/see",
"SSW","Seaspan Corporation","6.28","$665.01M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ssw",
"SSW^D","Seaspan Corporation","22.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","23.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^e",
"SSW^G","Seaspan Corporation","22.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^g",
"SSW^H","Seaspan Corporation","21.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^h",
"SSWN","Seaspan Corporation","24.86","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sswn",
"SEAS","SeaWorld Entertainment, Inc.","17.23","$1.53B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/seas",
"JBN","Select Asset Inc.","16.63","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","16.58","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbr",
"SEM","Select Medical Holdings Corporation","13.65","$1.81B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/sem",
"SGZA","Selective Insurance Group, Inc.","25.45","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/sgza",
"SEMG","Semgroup Corporation","33.55","$2.22B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/semg",
"SMI","Semiconductor  Manufacturing International Corporation","5.96","$5.04B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/smi",
"SRE","Sempra Energy","112.52","$28.2B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sre",
"ST","Sensata Technologies Holding N.V.","41.05","$7.01B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/st",
"SXT","Sensient Technologies Corporation","81.54","$3.61B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/sxt",
"SQNS","Sequans Communications S.A.","3.34","$250.6M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/sqns",
"SRG","Seritage Growth Properties","42.86","$2.4B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/srg",
"SCI","Service Corporation International","31.33","$5.9B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/sci",
"SERV","ServiceMaster Global Holdings, Inc.","41.89","$5.63B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/serv",
"NOW","ServiceNow, Inc.","88.32","$14.84B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/now",
"SHAK","Shake Shack, Inc.","33.49","$1.22B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/shak",
"SJR","Shaw Communications Inc.","21.05","$9.87B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/sjr",
"SHLX","Shell Midstream Partners, L.P.","32.18","$5.71B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/shlx",
"SHW","Sherwin-Williams Company (The)","324.6","$30.23B","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/shw",
"SHG","Shinhan Financial Group Co Ltd","41.63","$19.74B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/shg",
"SFL","Ship Finance International Limited","13.9","$1.41B","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sfl",
"SHOP","Shopify Inc.","76.38","$5.97B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/shop",
"SSTK","Shutterstock, Inc.","42.29","$1.46B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sstk",
"SBGL","Sibanye Gold Limited","8.99","$2.09B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sbgl",
"SIG","Signet Jewelers Limited","66.14","$4.52B","n/a","Consumer Services","Consumer Specialties","http://www.nasdaq.com/symbol/sig",
"SBY","Silver Bay Realty Trust Corp.","21.55","$764.4M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sby",
"SSNI","Silver Spring Networks, Inc.","11.24","$596.53M","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ssni",
"SLW","Silver Wheaton Corp","21.09","$9.31B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/slw",
"SPG","Simon Property Group, Inc.","171.98","$53.72B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/spg",
"SPG^J","Simon Property Group, Inc.","70.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spg^j",
"SSD","Simpson Manufacturing Company, Inc.","41.72","$1.99B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ssd",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","56.81","$6.14B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shi",
"SITE","SiteOne Landscape Supply, Inc.","48.29","$1.91B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/site",
"SIX","Six Flags Entertainment Corporation New","61.57","$5.63B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/six",
"SJW","SJW Group","51.15","$1.05B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/sjw",
"SKM","SK Telecom Co., Ltd.","24.33","$15.48B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/skm",
"SKX","Skechers U.S.A., Inc.","25.48","$4.03B","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/skx",
"SLG","SL Green Realty Corporation","107.67","$10.83B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/slg",
"SLG^I","SL Green Realty Corporation","25.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slg^i",
"SM","SM Energy Company","21.51","$2.39B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sm",
"SFS","Smart","12.35","$903.63M","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/sfs",
"SNN","Smith & Nephew SNATS, Inc.","32.04","$14.48B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/snn",
"AOS","Smith (A.O.) Corporation","51.37","$8.91B","n/a","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/aos",
"SNAP","Snap Inc.","20.93","$24.22B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/snap",
"SNA","Snap-On Incorporated","175.21","$10.16B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sna",
"SQM","Sociedad Quimica y Minera S.A.","35.62","$9.38B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/sqm",
"SLRA","Solar Capital Ltd.","25.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slra",
"SAH","Sonic Automotive, Inc.","20","$897.7M","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/sah",
"SON","Sonoco Products Company","53.21","$5.29B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/son",
"SNE","Sony Corp Ord","33.68","$42.55B","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/sne",
"BID","Sotheby&#39;s","45.51","$2.43B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bid",
"SOR","Source Capital, Inc.","37.66","$325.4M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sor",
"SJI","South Jersey Industries, Inc.","37.32","$2.97B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/sji",
"SXE","Southcross Energy Partners, L.P.","4.43","$346.14M","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sxe",
"SCE^F","Southern California Edison Company","25.54","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^f",
"SCE^G","Southern California Edison Company","25.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^g",
"SCE^H","Southern California Edison Company","27.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^h",
"SCE^J","Southern California Edison Company","27.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^j",
"SCE^K","Southern California Edison Company","28.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^k",
"SO","Southern Company (The)","49.98","$49.74B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/so",
"SOJA","Southern Company (The)","26.26","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/soja",
"SOJB","Southern Company (The)","24.35","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/sojb",
"SCCO","Southern Copper Corporation","35.28","$27.27B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/scco",
"LUV","Southwest Airlines Company","55.63","$33.63B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/luv",
"SWX","Southwest Gas Holdings, Inc.","83.43","$3.97B","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/swx",
"SWN","Southwestern Energy Company","7.44","$3.74B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/swn",
"SWNC","Southwestern Energy Company","18.97","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/swnc",
"SPA","Sparton Corporation","22.03","$216.68M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/spa",
"STN","SPDR MSCI Europe Energy UCITS ETF","24.85","$2.84B","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/stn",
"SPE","Special Opportunities Fund Inc.","14.8","$125.93M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spe",
"SPE^B","Special Opportunities Fund Inc.","25.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spe^b",
"SEP","Spectra Energy Partners, LP","44.13","$13.63B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sep",
"SPB           ","Spectrum Brands Holdings, Inc.","144.01","$8.47B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/spb",
"TRK","Speedway Motorsports, Inc.","19.52","$801.94M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/trk",
"SR","Spire Inc.","69.15","$3.34B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/sr",
"SPR","Spirit Aerosystems Holdings, Inc.","56.55","$6.74B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/spr",
"SRC","Spirit Realty Capital, Inc.","10.44","$5.05B","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/src",
"SRLP","Sprague Resources LP","26.65","$570.63M","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/srlp",
"S","Sprint Corporation","8.5","$33.89B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/s",
"SPXC","SPX Corporation","23.63","$1.01B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/spxc",
"FLOW","SPX FLOW, Inc.","35.46","$1.5B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/flow",
"SQ","Square, Inc.","17.49","$6.42B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sq",
"JOE","St. Joe Company (The)","17.45","$1.26B","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/joe",
"STAG","Stag Industrial, Inc.","26.49","$2.18B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stag",
"STAG^B","Stag Industrial, Inc.","25.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stag^b",
"STAG^C","Stag Industrial, Inc.","26.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stag^c",
"SSI","Stage Stores, Inc.","2.78","$75.53M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ssi",
"SMP","Standard Motor Products, Inc.","49.33","$1.16B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/smp",
"SXI","Standex International Corporation","92.5","$1.18B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sxi",
"SWJ","Stanley Black & Decker, Inc.","25.48","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swj",
"SWK","Stanley Black & Decker, Inc.","137.56","$21B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swk",
"SGU","Star Gas Partners, L.P.","9.33","$521.43M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sgu",
"SRT","StarTek, Inc.","9.34","$147.72M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/srt",
"STWD","STARWOOD PROPERTY TRUST, INC.","22.63","$5.37B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stwd",
"STT","State Street Corporation","77.7","$29.65B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stt",
"STT^C","State Street Corporation","25.18","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^c",
"STT^D","State Street Corporation","28.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^d",
"STT^E","State Street Corporation","26.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^e",
"STT^G","State Street Corporation","26.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^g",
"STO","Statoil ASA","16.34","$53.02B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/sto",
"SPLP","Steel Partners Holdings LP","18.2","$475.98M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/splp",
"SPLP^A","Steel Partners Holdings LP","22.4062","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/splp^a",
"SCS","Steelcase Inc.","16.4","$1.94B","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/scs",
"SCM","Stellus Capital Investment Corporation","14.14","$176.47M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/scm",
"SCQ","Stellus Capital Investment Corporation","25.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/scq",
"SCL","Stepan Company","78.45","$1.76B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/scl",
"STE","STERIS plc","70.44","$5.98B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ste",
"STL","Sterling Bancorp","23.4","$3.17B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stl",
"STC","Stewart Information Services Corporation","45.42","$1.07B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/stc",
"SF","Stifel Financial Corporation","46.98","$3.2B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sf",
"SF^A","Stifel Financial Corporation","26.19","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sf^a",
"SWC","Stillwater Mining Company","17.93","$2.18B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/swc",
"STM","STMicroelectronics N.V.","14.64","$12.93B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/stm",
"SGY","Stone Energy Corporation","20.93","$418.62M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sgy",
"EDF","Stone Harbor Emerging Markets Income Fund","16.42","$260.15M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/edf",
"EDI","Stone Harbor Emerging Markets Total Income Fund","15.88","$152.66M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/edi",
"SGM","Stonegate Mortgage Corporation","7.93","$205.02M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/sgm",
"STON","StoneMor Partners L.P.","8.76","$331.68M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ston",
"SRI","Stoneridge, Inc.","18.38","$512.99M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sri",
"STOR","STORE Capital Corporation","25.13","$4.31B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stor",
"GJH","STRATS Trust","9.88","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjh",
"GJO","STRATS Trust","21.8","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjo",
"GJS","STRATS Trust","18.8099","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjs",
"SYK","Stryker Corporation","132.94","$49.6B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/syk",
"RGR","Sturm, Ruger & Company, Inc.","56.3","$996.51M","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/rgr",
"SPH","Suburban Propane Partners, L.P.","26.46","$1.62B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sph",
"SMFG","Sumitomo Mitsui Financial Group Inc","7.29","$49.83B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/smfg",
"INN","Summit Hotel Properties, Inc.","16.77","$1.57B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/inn",
"INN^B","Summit Hotel Properties, Inc.","25.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^b",
"INN^C","Summit Hotel Properties, Inc.","25.7758","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^c",
"INN^D","Summit Hotel Properties, Inc.","25.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^d",
"SUM","Summit Materials, Inc.","25.49","$2.71B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/sum",
"SMLP","Summit Midstream Partners, LP","23.6","$1.7B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/smlp",
"SUI","Sun Communities, Inc.","84.64","$6.24B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sui",
"SUI^A","Sun Communities, Inc.","25.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sui^a",
"SLF","Sun Life Financial Inc.","35.45","$21.75B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/slf",
"SXCP","SunCoke Energy Partners, L.P.","16.6","$767.18M","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxcp",
"SXC","SunCoke Energy, Inc.","9.87","$634.7M","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxc",
"SU","Suncor Energy  Inc.","30.31","$50.59B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/su",
"SXL","Sunoco Logistics Partners LP","23.55","$7.81B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/sxl",
"SUN","Sunoco LP","30.22","$3.5B","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sun",
"SHO","Sunstone Hotel Investors, Inc.","15.25","$3.36B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/sho",
"SHO^E","Sunstone Hotel Investors, Inc.","25.59","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sho^e",
"SHO^F","Sunstone Hotel Investors, Inc.","25.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sho^f",
"STI","SunTrust Banks, Inc.","54.85","$26.95B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sti",
"STI.WS.A","SunTrust Banks, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti.ws.a",
"STI.WS.B","SunTrust Banks, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti.ws.b",
"STI^A","SunTrust Banks, Inc.","24.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti^a",
"STI^E","SunTrust Banks, Inc.","25.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti^e",
"SPN","Superior Energy Services, Inc.","12.81","$1.96B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/spn",
"SUP","Superior Industries International, Inc.","23.9","$595.07M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sup",
"SVU","SuperValu Inc.","3.84","$1.03B","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/svu",
"SLD","Sutherland Asset Management Corporation","14.55","$444.49M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sld",
"SWFT","Swift Transportation Company","24.38","$3.25B","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/swft",
"SWZ","Swiss Helvetia Fund, Inc. (The)","11.59","$325.99M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/swz",
"SYF","Synchrony Financial","33.38","$27.06B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/syf",
"SYT","Syngenta AG","90.57","$41.76B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/syt",
"SNX","Synnex Corporation","106.71","$4.26B","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/snx",
"SNV","Synovus Financial Corp.","41.89","$5.12B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/snv",
"SNV^C","Synovus Financial Corp.","27.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/snv^c",
"GJP","Synthetic Fixed-Income Securities, Inc.","21.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjp",
"GJR","Synthetic Fixed-Income Securities, Inc.","21.3332","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjr",
